sample_id,calibration_score_corrected,score_replayed_from_source_integrator,abs_score_difference,H_replayed,E_replayed,L_replayed,J_full_0_600_replayed,J_corrected_140_500_replayed,valid_replayed
10052,0.0045072059678528,0.004507205967848678,4.121702978920894e-15,3.393768562801718e-05,3.726348514453577e-05,2.1167202752747628e-05,0.11632207068795129,0.008585969934496434,True
27084,0.0476400260926178,0.047640026092536696,8.110179194886769e-14,0.0003692266728403004,0.0004132667165387756,0.00025221107979618774,1.0439220489736512,0.10045932693118285,True
3687,0.077035852757876,0.0770358527578928,1.6806001035263307e-14,1.6526746861942816e-05,1.9902085413332057e-05,1.0828499838915761e-05,0.048730627680360766,0.004442675076474652,True
6863,0.0198607644609526,0.01986076446095558,2.9802549317281546e-15,4.44742936015071e-05,5.0267884810802946e-05,2.943271647635283e-05,0.0672355073267435,0.011845888031554026,True
49029,0.0746899848533116,0.07468998485289502,4.1658343441497436e-13,0.00031291612871108074,0.0003660730033407479,0.00021304536401890633,0.6698859977826073,0.08587798940611677,True
39172,0.0751499399478616,0.07514993994787562,1.4030443473700416e-14,5.100436674778392e-07,6.00394247869965e-07,3.4541096202921746e-07,0.0010945476061957455,0.00013964694348096314,True
43651,0.021122048238902,0.021122048239094974,1.9297410891461197e-13,0.00039952630535829294,0.00045996558861676466,0.00025946806379304014,0.7582372914960451,0.10543835445491792,True
47327,0.0723587862831813,0.07235878628341277,2.314676228465373e-13,0.00016232176029692044,0.00019584047223835567,0.00010181472750192181,0.2156363892261461,0.04229484658487788,True
1900,0.0024290482190339,0.0024290482190348077,9.076940588048643e-16,1.3722493020800676e-06,1.534241715240442e-06,8.784139537502379e-07,0.00248216095153107,0.0003555786890394979,True
46829,0.0415296337592231,0.04152963375922592,2.824129818890242e-15,3.384047592382709e-05,3.778884450952295e-05,2.3017070608463788e-05,0.02758145282007812,0.009172451853110514,True
32755,0.0541046293296983,0.054104629329300026,3.982716934025632e-13,0.00013802394195282024,0.0001455553511215659,9.407615864827064e-05,0.15076501359072547,0.036956168661775146,True
28634,0.057395043090694,0.05739504309112932,4.353184479555239e-13,0.00013848761927655223,0.00016303125072447786,8.412122472592635e-05,0.14614304070211465,0.035018242461246574,True
38506,0.0244710384636262,0.024471038463589934,3.626612898877113e-14,0.0008477205701942399,0.0009820057248599951,0.000531017068323421,1.30655912472162,0.21822546398862602,True
15395,0.0523961064266569,0.05239610642666608,9.180156634869263e-15,1.1725852914249099e-05,1.372781031414233e-05,7.812181822416895e-06,0.017480453309619084,0.0031673231655736083,True
17407,0.0620581820940615,0.062058182094111076,4.9578396943417147e-14,0.0015668044222816539,0.0017654996375163741,0.0010794119292771678,1.3602846347894015,0.42975355703413276,True
27498,0.0795015812170959,0.07950158121710675,1.0852430065710905e-14,8.391187223827733e-07,9.53755133690137e-07,5.829273085153967e-07,0.003289045136300056,0.00023210350057602724,True
34287,0.0744393683527011,0.07443936835269968,1.4155343563970746e-15,0.00021488819888491474,0.0002474390372438123,0.0001478972115281109,0.2524178445468788,0.059215505693062005,True
37318,0.0719798851370888,0.07197988513709085,2.040034807748725e-15,0.09864866429148268,0.10346650290609137,0.06796554860293363,37.33652700182418,26.59765475524557,True
30902,0.015876503142275,0.015876503142306746,3.174543961037557e-14,0.00015962386272100245,0.00018237488115950613,9.954207390219672e-05,0.19420235295074945,0.040805115040229385,True
7273,0.0461943309183351,0.04619433091832184,1.3260226250366713e-14,0.0010043500117087355,0.0011798493042463679,0.0006175974792559655,1.3681098275572365,0.2560702020315717,True
46580,0.03379316982749,0.033793169827509795,1.9796664307847323e-14,0.0027732585439826487,0.0030440754195186362,0.001878085754405964,3.7706579348298157,0.7460702514929074,True
26689,0.0459273085352742,0.04592730853538252,1.0832307273389574e-13,0.00010066549085056266,0.00011918109449847205,6.331954678819582e-05,0.11821036666105599,0.02614672970636707,True
27495,0.034956387696231,0.03495638769623758,6.5780714209040525e-15,0.002581167119333342,0.0029932031529119733,0.001584366381959689,5.980366529497356,0.654902103762625,True
36402,0.0571048134240076,0.057104813424017506,9.908740494779522e-15,2.8440713279435433e-05,3.3367367784342824e-05,1.8999248634695917e-05,0.030491593105759662,0.007701816657469345,True
